,id,types,rarity,skin,total_traits,traits,total_hidden_traits,hidden_traits
294,394,Female,749,Light,2,"Earring,Pink With Hat",1,Earring
295,395,Male,4669,Light,3,"Cap Forward,Earring,Normal Beard",0,
296,396,Female,1592,Mid,1,Straight Hair Blonde,0,
297,397,Male,1432,Mid,1,Cowboy Hat,0,
298,398,Male,8113,Dark,1,Bandana,0,
299,399,Male,3221,Dark,2,"Purple Hair,Small Shades",0,
300,400,Female,1945,Mid,3,"Blonde Bob,Purple Eye Shadow,Purple Lipstick",0,
301,401,Male,1859,Dark,3,"Big Beard,Earring,Frumpy Hair",0,
302,402,Male,5129,Dark,2,"Front Beard Dark,Mohawk Thin",0,
303,403,Male,2604,Dark,2,"Classic Shades,Clown Hair Green",0,
304,404,Female,257,Light,3,"Cigarette,Orange Side,Silver Chain",0,
305,405,Female,8100,Mid,1,Messy Hair,0,
306,406,Male,4989,Dark,2,"Hoodie,Nerd Glasses",0,
307,407,Female,1713,Light,3,"Earring,Purple Lipstick,Wild Blonde",0,
308,408,Male,4707,Dark,1,Cap Forward,0,
309,409,Female,8916,Light,2,"Black Lipstick,Knitted Cap",0,
310,410,Male,8608,Albino,2,"Eye Patch,Headband",0,
311,411,Female,8549,Light,3,"Black Lipstick,Clown Eyes Blue,Wild Hair",0,
312,412,Male,3231,Albino,3,"Classic Shades,Earring,Purple Hair",1,Earring
313,413,Female,2775,Albino,1,Straight Hair,0,
314,414,Male,841,Light,3,"Earring,Shadow Beard,Top Hat",0,
315,415,Male,3925,Light,4,"Frown,Mole,Police Cap,Small Shades",0,
316,416,Male,4229,Dark,3,"Cigarette,Hoodie,Smile",0,
317,417,Female,2555,Dark,1,Straight Hair Dark,0,
318,418,Female,1254,Dark,3,"Black Lipstick,Vape,Wild White Hair",0,
319,419,Female,9999,Mid,2,"Bandana,Earring",0,
320,420,Male,8831,Albino,2,"Crazy Hair,Earring",0,
321,421,Male,6079,Mid,2,"Front Beard,Wild Hair",0,
322,422,Female,2985,Light,4,"Dark Hair,Earring,Purple Eye Shadow,Purple Lipstick",1,Earring
323,423,Male,7451,Dark,2,"Clown Eyes Blue,Shaved Head",0,
324,424,Male,4912,Albino,3,"Hoodie,Muttonchops,Regular Shades",0,
325,425,Female,9643,Dark,3,"Black Lipstick,Horned Rim Glasses,Messy Hair",0,
326,426,Male,7804,Dark,2,"Big Shades,Peak Spike",0,
327,427,Female,8096,Dark,1,Messy Hair,0,
328,428,Female,4397,Dark,1,Purple Eye Shadow,0,
329,429,Male,3917,Mid,2,"Police Cap,Smile",0,
330,430,Female,3099,Dark,3,"Dark Hair,Earring,Purple Lipstick",1,Earring
331,431,Female,8658,Dark,2,"Headband,Horned Rim Glasses",0,
332,432,Male,9723,Mid,3,"Cigarette,Earring,Messy Hair",0,
333,433,Male,7014,Mid,4,"Earring,Mohawk Thin,Normal Beard,Regular Shades",0,
334,434,Male,7169,Albino,2,"Eye Mask,Frumpy Hair",0,
335,435,Male,7718,Mid,2,"Mohawk Thin,Muttonchops",0,
336,436,Male,3492,Mid,1,Medical Mask,0,
337,437,Male,5086,Light,3,"Crazy Hair,Eye Patch,Front Beard Dark",0,
338,438,Female,8062,Mid,1,Mohawk Dark,0,
339,439,Male,8872,Mid,2,"Knitted Cap,Shadow Beard",0,
340,440,Female,1190,Dark,2,"Black Lipstick,Blonde Short",0,
341,441,Male,9781,Dark,2,"Shadow Beard,Stringy Hair",0,
342,442,Male,1377,Light,2,"Cowboy Hat,Front Beard",0,
343,443,Female,1588,Dark,1,Wild Blonde,0,
344,444,Male,7507,Dark,3,"Do-rag,Earring,Shadow Beard",0,
345,445,Female,154,Dark,4,"Earring,Pilot Helmet,Pipe,Purple Lipstick",1,Earring
346,446,Female,1684,Mid,3,"Cigarette,Nerd Glasses,Straight Hair Blonde",0,
347,447,Male,9809,Mid,2,"Big Shades,Stringy Hair",0,
348,448,Male,7423,Light,1,Shaved Head,0,
349,449,Female,2843,Mid,3,"Cigarette,Purple Lipstick,Straight Hair",0,
350,450,Male,3857,Mid,3,"Cigarette,Fedora,Small Shades",0,
351,451,Male,7422,Dark,1,Do-rag,0,
352,452,Male,8049,Albino,1,Knitted Cap,0,
353,453,Male,375,Mid,2,"Buck Teeth,Cap",0,
354,454,Male,3514,Dark,3,"Chinstrap,Medical Mask,Messy Hair",0,
355,455,Male,792,Dark,3,"Luxurious Beard,Top Hat,VR",0,
356,456,Male,957,Mid,4,"Earring,Mohawk Thin,Nerd Glasses,Spots",0,
357,457,Male,6117,Light,3,"3D Glasses,Chinstrap,Knitted Cap",0,
358,458,Male,6776,Dark,3,"Cap,Earring,Normal Beard Black",0,
359,459,Male,4019,Dark,1,Police Cap,0,
360,460,Female,123,Light,5,"Black Lipstick,Choker,Classic Shades,Earring,Mohawk Dark",0,
361,461,Male,4335,Dark,2,"Knitted Cap,Smile",0,
362,462,Male,4085,Dark,3,"Cap Forward,Clown Nose,Regular Shades",0,
363,463,Male,5953,Mid,2,"Bandana,Vape",0,
364,464,Female,9057,Dark,2,"Hot Lipstick,Mohawk Dark",0,
365,465,Male,4839,Light,3,"3D Glasses,Hoodie,Pipe",0,
366,466,Female,2385,Mid,2,"Blonde Bob,Purple Lipstick",0,
367,467,Male,3143,Light,3,"Classic Shades,Front Beard,Purple Hair",0,
368,468,Male,7634,Dark,1,Peak Spike,0,
369,469,Female,8082,Light,1,Frumpy Hair,0,
370,470,Male,8882,Dark,3,"Big Shades,Knitted Cap,Mole",0,
371,471,Female,8449,Dark,2,"Clown Eyes Green,Stringy Hair",0,
372,472,Male,6695,Dark,3,"Mustache,Regular Shades,Wild Hair",0,
373,473,Female,2500,Light,2,"Green Eye Shadow,Straight Hair Dark",0,
374,474,Female,653,Dark,2,"Cigarette,Pigtails",0,
375,475,Female,8040,Albino,1,Crazy Hair,0,
376,476,Male,7613,Mid,4,"Mohawk,Muttonchops,Nerd Glasses,Pipe",0,
377,477,Female,9053,Mid,2,"Mohawk Dark,Purple Lipstick",0,
378,478,Male,7826,Dark,2,"Cigarette,Peak Spike",0,
379,479,Female,3060,Light,2,"Dark Hair,Regular Shades",0,
380,480,Male,788,Mid,3,"Chinstrap,Earring,Top Hat",0,
381,481,Female,9552,Light,2,"Nerd Glasses,Wild Hair",0,
382,482,Female,3738,Light,2,"Hot Lipstick,Tassle Hat",0,
383,483,Male,6721,Light,2,"Mustache,Stringy Hair",0,
384,484,Male,8909,Dark,2,"Knitted Cap,Nerd Glasses",0,
385,485,Male,1792,Mid,4,"3D Glasses,Big Beard,Earring,Headband",0,
386,486,Female,1733,Mid,2,"Hot Lipstick,Straight Hair Blonde",0,
387,487,Male,8043,Dark,1,Crazy Hair,0,
388,488,Female,2363,Mid,3,"Earring,Half Shaved,Mole",1,Earring
389,489,Male,7485,Dark,2,"Classic Shades,Do-rag",0,
390,490,Female,656,Light,2,"Earring,Pigtails",0,
391,491,Female,1988,Light,3,"Blue Eye Shadow,Half Shaved,Hot Lipstick",0,
392,492,Male,7475,Light,3,"Classic Shades,Shadow Beard,Shaved Head",0,
393,493,Female,1716,Dark,2,"Purple Lipstick,Wild Blonde",0,
394,494,Male,5165,Light,2,"Front Beard Dark,Stringy Hair",0,
395,495,Male,4325,Dark,2,"Crazy Hair,Smile",0,
396,496,Male,6771,Mid,4,"Cap,Earring,Normal Beard Black,Small Shades",0,
397,497,Male,6594,Light,2,"Mustache,Peak Spike",0,
398,498,Female,1214,Light,2,"Blonde Short,Earring",0,
399,499,Female,414,Light,3,"Cigarette,Straight Hair Blonde,Welding Goggles",0,
400,500,Female,2778,Mid,1,Straight Hair,0,
401,501,Female,197,Mid,2,"Earring,Pilot Helmet",1,Earring
402,502,Male,6975,Light,3,"Earring,Headband,Normal Beard",0,
403,503,Male,5115,Light,2,"Front Beard Dark,Mohawk Dark",0,
404,504,Female,165,Dark,3,"Black Lipstick,Earring,Pilot Helmet",1,Earring
405,505,Male,6978,Mid,2,"Headband,Normal Beard",0,
406,506,Male,9667,Mid,2,"Big Shades,Messy Hair",0,
407,507,Female,3106,Mid,2,"Dark Hair,Hot Lipstick",0,
408,508,Male,8948,Mid,2,"Earring,Knitted Cap",0,
409,509,Female,9520,Dark,2,"Regular Shades,Wild Hair",0,
410,510,Male,9,Mid,0,,0,
411,511,Male,9967,Mid,2,"Bandana,Mole",0,
412,512,Male,4995,Dark,2,"Cigarette,Hoodie",0,
413,513,Male,8053,Light,1,Knitted Cap,0,
414,514,Female,2797,Albino,3,"Eye Patch,Hot Lipstick,Straight Hair",0,
415,515,Male,7006,Albino,2,"Mohawk Dark,Normal Beard",0,
416,516,Male,1384,Mid,3,"3D Glasses,Cowboy Hat,Normal Beard",0,
417,517,Male,7243,Mid,3,"Goat,Messy Hair,Pipe",0,
418,518,Male,7969,Mid,3,"Earring,Mohawk,VR",0,
419,519,Male,8083,Light,1,Frumpy Hair,0,
420,520,Male,4809,Light,3,"Handlebars,Hoodie,Regular Shades",0,
421,521,Female,2155,Albino,1,Blonde Bob,0,
422,522,Female,2330,Light,2,"Blonde Bob,Nerd Glasses",0,
423,523,Male,4379,Mid,2,"Smile,Stringy Hair",0,
424,524,Male,3205,Dark,2,"Muttonchops,Purple Hair",0,
425,525,Female,2430,Mid,4,"Earring,Hot Lipstick,Silver Chain,Straight Hair Dark",1,Earring
426,526,Male,2362,Albino,2,"Mole,Vampire Hair",0,
427,527,Female,1646,Light,3,"Hot Lipstick,Regular Shades,Straight Hair Blonde",0,
428,528,Female,8072,Light,1,Mohawk,0,
429,529,Female,8038,Mid,1,Headband,0,
430,530,Female,2167,Mid,1,Blonde Bob,0,
431,531,Male,8944,Dark,2,"Earring,Knitted Cap",0,
432,532,Female,8058,Dark,1,Mohawk Dark,0,
433,533,Male,936,Light,2,"Peak Spike,Spots",0,
434,534,Female,600,Dark,2,"Pigtails,VR",0,
435,535,Male,6650,Mid,3,"Knitted Cap,Mole,Mustache",0,
436,536,Male,4886,Dark,3,"Hoodie,Horned Rim Glasses,Normal Beard",0,
437,537,Female,740,Dark,2,"Pink With Hat,Purple Lipstick",0,
438,538,Female,5752,Mid,3,"Green Eye Shadow,Hot Lipstick,Knitted Cap",0,
439,539,Male,6602,Albino,3,"Mohawk Dark,Mustache,VR",0,
440,540,Male,9146,Light,2,"Mohawk,Shadow Beard",0,
441,541,Male,5149,Light,3,"Front Beard Dark,Messy Hair,Nerd Glasses",0,
442,542,Male,3528,Mid,4,"Goat,Medical Mask,Regular Shades,Stringy Hair",0,
443,543,Male,6719,Mid,3,"Earring,Mustache,Stringy Hair",0,
444,544,Male,8047,Mid,1,Crazy Hair,0,
445,545,Female,8001,Dark,2,"Messy Hair,VR",0,
446,546,Male,5262,Mid,3,"Frown,Headband,Small Shades",0,
447,547,Female,8947,Mid,2,"Earring,Knitted Cap",0,
448,548,Female,9431,Dark,2,"Black Lipstick,Frumpy Hair",0,
449,549,Male,4430,Albino,1,3D Glasses,0,
450,550,Male,860,Mid,2,"Earring,Top Hat",0,
451,551,Male,7832,Mid,2,"Earring,Peak Spike",0,
452,552,Male,5963,Mid,3,"Do-rag,Front Beard,VR",0,
453,553,Female,6509,Dark,2,"3D Glasses,Wild Hair",0,
454,554,Female,9575,Dark,2,"Purple Lipstick,Wild Hair",0,
455,555,Male,9188,Dark,3,"Earring,Horned Rim Glasses,Mohawk",0,
456,556,Male,9626,Dark,2,"Messy Hair,Shadow Beard",0,
457,557,Male,6781,Dark,3,"Crazy Hair,Normal Beard Black,Small Shades",0,
458,558,Male,9066,Albino,2,"Earring,Mohawk Dark",0,
459,559,Female,8077,Mid,1,Mohawk Thin,0,
460,560,Female,2351,Mid,2,"Black Lipstick,Blonde Bob",0,
461,561,Male,795,Mid,2,"3D Glasses,Top Hat",0,
462,562,Male,1042,Mid,3,"Cap,Eye Mask,Rosy Cheeks",0,
463,563,Female,2544,Light,4,"Earring,Pipe,Straight Hair Dark,VR",1,Earring
464,564,Male,1853,Dark,2,"Big Beard,Mohawk",0,
465,565,Male,4508,Mid,1,Shadow Beard,0,
466,566,Female,8092,Mid,1,Wild Hair,0,
467,567,Male,8021,Dark,2,"Bandana,VR",0,
468,568,Male,7629,Albino,2,"Peak Spike,VR",0,
469,569,Female,8917,Mid,2,"Black Lipstick,Knitted Cap",0,
470,570,Male,7644,Albino,3,"Cap,Cigarette,Muttonchops",0,
471,571,Female,644,Light,2,"Pigtails,Purple Lipstick",0,
472,572,Male,7452,Dark,2,"Clown Eyes Blue,Do-rag",0,
473,573,Female,1266,Mid,3,"Mole,VR,Wild White Hair",1,Mole
474,574,Male,7370,Light,2,"Bandana,Goat",0,
475,575,Female,9432,Light,2,"Black Lipstick,Frumpy Hair",0,
476,576,Female,3713,Albino,2,"Black Lipstick,Tassle Hat",0,
477,577,Male,942,Mid,2,"Cap,Spots",0,
478,578,Male,3768,Mid,2,"Fedora,Front Beard Dark",0,
479,579,Female,1741,Dark,2,"Earring,Straight Hair Blonde",1,Earring
480,580,Female,3665,Dark,2,"Clown Eyes Green,Tassle Hat",0,
481,581,Female,1210,Mid,3,"Blonde Short,Cigarette,Earring",0,
482,582,Male,8027,Dark,1,Cap,0,
483,583,Male,7487,Light,2,"Classic Shades,Do-rag",0,
484,584,Female,2399,Dark,2,"Hot Lipstick,Red Mohawk",0,
485,585,Female,748,Dark,2,"Earring,Pink With Hat",1,Earring
486,586,Female,5418,Light,2,"Purple Eye Shadow,Wild Hair",0,
487,587,Male,7597,Light,2,"Do-rag,Earring",0,
488,588,Female,3280,Dark,5,"Big Shades,Black Lipstick,Cigarette,Earring,Tassle Hat",1,Earring
489,589,Female,9152,Mid,4,"Earring,Hot Lipstick,Mohawk,Regular Shades",0,
490,590,Female,2602,Dark,2,"Classic Shades,Straight Hair Dark",0,
491,591,Male,7209,Light,3,"Goat,Shaved Head,Small Shades",0,
492,592,Male,3226,Dark,3,"Cigarette,Eye Patch,Purple Hair",0,
493,593,Female,236,Mid,3,"Earring,Nerd Glasses,Tiara",0,
494,594,Male,8848,Light,2,"Eye Patch,Knitted Cap",0,
495,595,Male,8609,Dark,2,"Eye Patch,Headband",0,
496,596,Female,1917,Mid,3,"Blonde Bob,Earring,Medical Mask",1,Earring
497,597,Female,1086,Dark,2,"Messy Hair,Rosy Cheeks",0,
498,598,Female,1232,Albino,3,"Earring,Purple Eye Shadow,Wild White Hair",1,Earring
499,599,Male,9148,Mid,2,"Mohawk Thin,Shadow Beard",0,
500,600,Female,8813,Light,2,"Crazy Hair,Purple Lipstick",0,
501,601,Female,8502,Dark,3,"Black Lipstick,Clown Eyes Blue,Mohawk Dark",0,
502,602,Female,8823,Light,2,"Crazy Hair,Hot Lipstick",0,
503,603,Female,1690,Albino,3,"Black Lipstick,Cigarette,Wild Blonde",0,
504,604,Female,9577,Mid,2,"Purple Lipstick,Wild Hair",0,
505,605,Male,2439,Mid,5,"Cigarette,Clown Hair Green,Earring,Mole,Small Shades",0,
506,606,Female,8363,Light,3,"Clown Eyes Green,Mohawk Dark,Purple Lipstick",0,
507,607,Male,8448,Mid,3,"Clown Eyes Green,Earring,Stringy Hair",0,
508,608,Male,6546,Light,2,"3D Glasses,Stringy Hair",0,
509,609,Male,6326,Light,2,"Do-rag,Luxurious Beard",0,
510,610,Male,4758,Mid,3,"Big Shades,Cap Forward,Earring",0,
511,611,Female,8030,Mid,1,Cap,0,
512,612,Male,7951,Albino,3,"Mohawk Dark,Shadow Beard,VR",0,
513,613,Male,6230,Light,2,"Chinstrap,Frumpy Hair",0,
514,614,Female,8032,Albino,1,Headband,0,
515,615,Male,8304,Mid,2,"Small Shades,Wild Hair",0,
516,616,Female,1635,Light,3,"Classic Shades,Hot Lipstick,Straight Hair Blonde",0,
517,617,Male,4879,Dark,3,"Hoodie,Normal Beard,Small Shades",0,
518,618,Female,8420,Dark,2,"Clown Eyes Green,Wild Hair",0,
519,619,Male,6055,Mid,4,"Earring,Eye Patch,Front Beard,Frumpy Hair",0,
520,620,Female,2826,Mid,2,"Horned Rim Glasses,Straight Hair",0,
521,621,Male,3302,Mid,5,"Earring,Eye Patch,Normal Beard,Peak Spike,Smile",1,Smile
522,622,Male,1858,Dark,4,"Big Beard,Earring,Frumpy Hair,Horned Rim Glasses",0,
523,623,Male,3750,Mid,4,"Fedora,Horned Rim Glasses,Normal Beard,Smile",1,Smile
524,624,Male,8757,Dark,3,"Big Shades,Crazy Hair,Earring",0,
525,625,Male,6883,Mid,4,"Cigarette,Eye Patch,Normal Beard Black,Stringy Hair",0,
526,626,Male,1477,Mid,2,"Cowboy Hat,Earring",0,
527,627,Male,4933,Albino,1,Hoodie,0,
528,628,Female,5430,Albino,4,"Earring,Purple Eye Shadow,Purple Lipstick,Stringy Hair",0,
529,629,Male,4511,Mid,1,Regular Shades,0,
530,630,Male,5580,Mid,2,"Handlebars,Mohawk Thin",0,
531,631,Female,8650,Mid,3,"Big Shades,Cigarette,Headband",0,
532,632,Male,7672,Mid,2,"Clown Eyes Blue,Peak Spike",0,
533,633,Male,940,Mid,4,"Cap,Earring,Regular Shades,Spots",0,
534,634,Male,9407,Light,2,"Big Shades,Frumpy Hair",0,
535,635,Alien,18,Alien,2,"Bandana,Regular Shades",0,
536,636,Male,6215,Mid,3,"Chinstrap,Classic Shades,Mohawk",0,
537,637,Female,2667,Mid,2,"Black Lipstick,Straight Hair Dark",0,
538,638,Male,763,Mid,4,"Chinstrap,Smile,Top Hat,VR",0,
539,639,Male,7787,Dark,3,"Mole,Peak Spike,Shadow Beard",0,
540,640,Male,7860,Light,2,"Knitted Cap,Pipe",0,
541,641,Female,6,Light,0,,0,
542,642,Female,742,Mid,2,"Pink With Hat,Purple Lipstick",0,
543,643,Male,4263,Mid,3,"Mohawk,Mustache,Smile",0,
544,644,Male,9327,Albino,2,"Earring,Mohawk Thin",0,
545,645,Male,7253,Light,4,"Cap,Earring,Goat,Horned Rim Glasses",0,
546,646,Female,5760,Dark,4,"Earring,Green Eye Shadow,Hot Lipstick,Mohawk Dark",0,
547,647,Female,8110,Albino,1,Bandana,0,
548,648,Male,1809,Light,3,"Big Beard,Eye Patch,Peak Spike",0,
549,649,Male,6572,Mid,4,"Do-rag,Earring,Mustache,Pipe",0,
550,650,Male,1869,Dark,2,"Big Beard,Messy Hair",0,
551,651,Male,7424,Light,1,Do-rag,0,
552,652,Male,5845,Dark,3,"Mohawk Dark,Normal Beard Black,Vape",0,
553,653,Female,1534,Mid,2,"Blue Eye Shadow,Wild Blonde",0,
554,654,Female,1279,Light,3,"Clown Eyes Green,Earring,Wild White Hair",1,Earring
555,655,Male,6221,Light,2,"Chinstrap,Mohawk",0,
556,656,Male,4350,Light,3,"Earring,Mohawk Thin,Smile",0,
557,657,Male,6603,Mid,4,"Cap,Cigarette,Classic Shades,Mustache",0,
558,658,Female,9248,Albino,2,"Black Lipstick,Mohawk",0,
559,659,Female,3372,Albino,3,"Gold Chain,Mole,Tassle Hat",0,
560,660,Female,5411,Dark,4,"Earring,Purple Eye Shadow,Purple Lipstick,Wild Hair",1,Earring
561,661,Male,7296,Dark,2,"Goat,Knitted Cap",0,
562,662,Male,3204,Albino,2,"Muttonchops,Purple Hair",0,
563,663,Male,8081,Dark,1,Frumpy Hair,0,
564,664,Female,3701,Light,2,"Horned Rim Glasses,Tassle Hat",0,
565,665,Male,2519,Mid,3,"Clown Hair Green,Luxurious Beard,Regular Shades",0,
566,666,Female,9710,Light,2,"Messy Hair,Purple Lipstick",0,
567,667,Female,9059,Mid,2,"Hot Lipstick,Mohawk Dark",0,
568,668,Female,8372,Mid,2,"Clown Eyes Green,Mohawk Dark",0,
569,669,Female,9258,Mid,2,"Black Lipstick,Mohawk Thin",0,
570,670,Female,8069,Dark,1,Mohawk Thin,0,
571,671,Female,2243,Dark,3,"Classic Shades,Earring,Half Shaved",1,Earring
572,672,Female,1718,Light,2,"Purple Lipstick,Wild Blonde",0,
573,673,Male,9013,Mid,2,"Big Shades,Mohawk Dark",0,
574,674,Male,9675,Albino,2,"Messy Hair,Nerd Glasses",0,
575,675,Female,9110,Dark,2,"Classic Shades,Mohawk Thin",0,
576,676,Male,4373,Dark,3,"Regular Shades,Smile,Stringy Hair",0,
577,677,Female,7844,Light,3,"Bandana,Clown Eyes Blue,Pipe",0,
578,678,Male,7595,Dark,2,"Do-rag,Earring",0,
579,679,Male,2923,Mid,3,"Crazy Hair,Muttonchops,Silver Chain",0,
580,680,Male,5051,Dark,2,"Front Beard Dark,Peak Spike",0,
581,681,Male,2168,Mid,1,Vampire Hair,0,
582,682,Female,2510,Mid,3,"Black Lipstick,Straight Hair Dark,Vape",0,
583,683,Female,7946,Albino,3,"Earring,Knitted Cap,VR",1,Earring
584,684,Female,705,Mid,4,"Clown Eyes Blue,Earring,Pink With Hat,Purple Lipstick",1,Earring
585,685,Male,9171,Mid,2,"Mohawk,Regular Shades",0,
586,686,Male,3299,Mid,5,"Chinstrap,Earring,Pipe,Shaved Head,Smile",0,
587,687,Male,7609,Light,2,"Muttonchops,Peak Spike",0,
588,688,Female,2556,Dark,1,Clown Hair Green,0,
589,689,Female,6454,Dark,4,"3D Glasses,Black Lipstick,Mohawk Thin,Mole",0,
590,690,Male,9620,Light,3,"Messy Hair,Nerd Glasses,Shadow Beard",0,
591,691,Female,9657,Mid,3,"Earring,Horned Rim Glasses,Messy Hair",0,
592,692,Male,7174,Mid,2,"Eye Mask,Frumpy Hair",0,
593,693,Male,8019,Dark,3,"Bandana,Earring,VR",0,
594,694,Male,9735,Light,2,"Earring,Messy Hair",0,
595,695,Female,3614,Mid,2,"Blue Eye Shadow,Tassle Hat",0,
596,696,Female,5387,Light,3,"Mohawk Thin,Purple Eye Shadow,Purple Lipstick",0,
597,697,Female,9717,Dark,2,"Hot Lipstick,Messy Hair",0,
598,698,Male,4974,Light,2,"Hoodie,Regular Shades",0,
599,699,Male,8089,Dark,1,Wild Hair,0,
600,700,Male,9068,Dark,2,"Earring,Mohawk Dark",0,
601,701,Male,7238,Light,2,"Goat,Peak Spike",0,
602,702,Male,7391,Light,2,"Do-rag,Muttonchops",0,
603,703,Male,7817,Light,2,"Nerd Glasses,Peak Spike",0,
604,704,Male,4215,Mid,3,"Cap Forward,Mustache,Smile",0,
605,705,Male,8769,Mid,2,"Crazy Hair,Horned Rim Glasses",0,
606,706,Female,217,Mid,1,Tiara,0,
607,707,Female,991,Mid,3,"Hot Lipstick,Rosy Cheeks,Straight Hair",0,
608,708,Female,2845,Dark,2,"Purple Lipstick,Straight Hair",0,
609,709,Male,7508,Dark,3,"Earring,Shadow Beard,Shaved Head",0,
610,710,Male,6625,Mid,4,"Earring,Headband,Mustache,Regular Shades",0,
611,711,Male,5508,Albino,3,"Cap,Handlebars,Small Shades",0,
612,712,Female,2846,Light,2,"Purple Lipstick,Straight Hair",0,
613,713,Male,7631,Dark,2,"Peak Spike,VR",0,
614,714,Female,2018,Mid,4,"Cigarette,Earring,Green Eye Shadow,Half Shaved",1,Earring
615,715,Male,7025,Light,3,"Earring,Mohawk Thin,Normal Beard",0,
616,716,Male,4273,Mid,4,"Do-rag,Earring,Eye Patch,Smile",0,
617,717,Female,5796,Light,3,"Earring,Frumpy Hair,Green Eye Shadow",1,Earring
618,718,Male,934,Mid,2,"Do-rag,Spots",0,
619,719,Female,744,Mid,3,"Earring,Hot Lipstick,Pink With Hat",1,Earring
620,720,Male,4783,Albino,2,"Cap Forward,Earring",0,
621,721,Female,2347,Dark,2,"Black Lipstick,Half Shaved",0,
622,722,Male,6826,Dark,3,"Big Shades,Mohawk Dark,Normal Beard Black",0,
623,723,Male,9555,Mid,2,"Nerd Glasses,Wild Hair",0,
624,724,Female,1964,Light,2,"Purple Eye Shadow,Red Mohawk",0,
625,725,Male,6958,Albino,2,"Cap,Normal Beard",0,
626,726,Male,5881,Mid,4,"Earring,Mohawk Dark,Small Shades,Vape",0,
627,727,Female,3089,Dark,2,"Black Lipstick,Dark Hair",0,
628,728,Female,8223,Light,3,"Cap,Earring,Purple Lipstick",0,
629,729,Female,2738,Albino,2,"Purple Eye Shadow,Straight Hair",0,
630,730,Male,9895,Light,3,"Bandana,Earring,Shadow Beard",0,
631,731,Male,7090,Dark,2,"Eye Mask,Shaved Head",0,
632,732,Female,3657,Light,1,Tassle Hat,0,
633,733,Female,9763,Light,3,"Classic Shades,Purple Lipstick,Stringy Hair",0,
634,734,Male,9240,Mid,2,"Mohawk,Nerd Glasses",0,
635,735,Male,1466,Mid,4,"Cowboy Hat,Earring,Mole,Nerd Glasses",0,
636,736,Female,8912,Mid,4,"Black Lipstick,Cigarette,Earring,Knitted Cap",0,
637,737,Female,8447,Dark,3,"Clown Eyes Green,Earring,Stringy Hair",0,
638,738,Male,4543,Mid,1,Earring,0,
639,739,Female,8116,Mid,1,Bandana,0,
640,740,Male,9149,Mid,2,"Mohawk,Shadow Beard",0,
641,741,Male,5,Dark,0,,0,
642,742,Male,8115,Light,1,Bandana,0,
643,743,Male,6101,Dark,3,"Earring,Front Beard,Stringy Hair",0,
644,744,Female,206,Light,2,"Blue Eye Shadow,Tiara",0,
645,745,Male,6649,Mid,3,"Knitted Cap,Mustache,Nerd Glasses",0,
646,746,Female,3581,Mid,2,"Medical Mask,Stringy Hair",0,
647,747,Male,8161,Mid,2,"Cap,Classic Shades",0,
648,748,Male,9373,Dark,2,"Frumpy Hair,Shadow Beard",0,
649,749,Female,3008,Dark,2,"Dark Hair,Green Eye Shadow",0,
650,750,Male,6233,Dark,3,"Chinstrap,Regular Shades,Wild Hair",0,
651,751,Male,9356,Mid,3,"Cigarette,Classic Shades,Frumpy Hair",0,
652,752,Male,8101,Mid,1,Messy Hair,0,
653,753,Female,9574,Albino,2,"Purple Lipstick,Wild Hair",0,
654,754,Male,8979,Light,4,"Earring,Mohawk Dark,Nerd Glasses,Shadow Beard",0,
655,755,Female,24,Albino,6,"Black Lipstick,Blonde Bob,Cigarette,Clown Eyes Green,Earring,Mole",1,Earring
656,756,Female,5630,Albino,2,"Blue Eye Shadow,Cap",0,
657,757,Female,9706,Dark,3,"Earring,Messy Hair,Purple Lipstick",0,
658,758,Female,4556,Dark,3,"Black Lipstick,Cigarette,Eye Patch",0,
659,759,Female,2987,Dark,2,"Dark Hair,Purple Eye Shadow",0,
660,760,Female,9430,Albino,2,"Black Lipstick,Frumpy Hair",0,
661,761,Female,2681,Dark,2,"Purple Lipstick,Straight Hair Dark",0,
662,762,Male,3215,Albino,1,Purple Hair,0,
663,763,Male,8079,Mid,1,Mohawk,0,
664,764,Male,8664,Mid,2,"Headband,Horned Rim Glasses",0,
665,765,Male,4901,Mid,3,"Clown Eyes Green,Goat,Hoodie",0,
666,766,Female,8750,Mid,3,"Black Lipstick,Crazy Hair,Horned Rim Glasses",0,
667,767,Female,3714,Light,3,"Black Lipstick,Earring,Tassle Hat",1,Earring
668,768,Male,4690,Light,4,"Big Shades,Cap Forward,Earring,Muttonchops",0,
669,769,Male,2868,Mid,2,"Fedora,Silver Chain",0,
670,770,Male,6399,Dark,3,"Crazy Hair,Luxurious Beard,Regular Shades",0,
671,771,Male,8006,Mid,3,"Shadow Beard,Stringy Hair,VR",0,
672,772,Male,4875,Light,2,"Hoodie,Normal Beard Black",0,
673,773,Female,2734,Albino,3,"Hot Lipstick,Purple Eye Shadow,Straight Hair",0,
674,774,Male,7511,Mid,3,"Do-rag,Earring,Shadow Beard",0,
675,775,Male,7757,Mid,2,"Eye Patch,Peak Spike",0,
676,776,Female,3726,Dark,2,"Purple Lipstick,Tassle Hat",0,
677,777,Male,924,Mid,4,"Chinstrap,Earring,Mohawk,Spots",0,
678,778,Female,2477,Albino,3,"Blue Eye Shadow,Clown Hair Green,Purple Lipstick",0,
679,779,Male,8147,Albino,2,"Cap,Eye Patch",0,
