,types,rarity,skin,total_traits,traits
444,Male,7507,Dark,3,"Do-rag,Earring,Shadow Beard"
445,Female,154,Dark,4,"Earring,Pilot Helmet,Pipe,Purple Lipstick,Hidden Earring"
446,Female,1684,Mid,3,"Cigarette,Nerd Glasses,Straight Hair Blonde"
447,Male,9809,Mid,2,"Big Shades,Stringy Hair"
448,Male,7423,Light,1,Shaved Head
449,Female,2843,Mid,3,"Cigarette,Purple Lipstick,Straight Hair"
450,Male,3857,Mid,3,"Cigarette,Fedora,Small Shades"
451,Male,7422,Dark,1,Do-rag
452,Male,8049,Albino,1,Knitted Cap
453,Male,375,Mid,2,"Buck Teeth,Cap"
454,Male,3514,Dark,3,"Chinstrap,Medical Mask,Messy Hair"
455,Male,792,Dark,3,"Luxurious Beard,Top Hat,VR"
456,Male,957,Mid,4,"Earring,Mohawk Thin,Nerd Glasses,Spots"
457,Male,6117,Light,3,"3D Glasses,Chinstrap,Knitted Cap"
458,Male,6776,Dark,3,"Cap,Earring,Normal Beard Black"
459,Male,4019,Dark,1,Police Cap
460,Female,123,Light,5,"Black Lipstick,Choker,Classic Shades,Earring,Mohawk Dark"
461,Male,4335,Dark,2,"Knitted Cap,Smile"
462,Male,4085,Dark,3,"Cap Forward,Clown Nose,Regular Shades"
463,Male,5953,Mid,2,"Bandana,Vape"
464,Female,9057,Dark,2,"Hot Lipstick,Mohawk Dark"
465,Male,4839,Light,3,"3D Glasses,Hoodie,Pipe"
466,Female,2385,Mid,2,"Blonde Bob,Purple Lipstick"
467,Male,3143,Light,3,"Classic Shades,Front Beard,Purple Hair"
468,Male,7634,Dark,1,Peak Spike
469,Female,8082,Light,1,Frumpy Hair
470,Male,8882,Dark,3,"Big Shades,Knitted Cap,Mole"
471,Female,8449,Dark,2,"Clown Eyes Green,Stringy Hair"
472,Male,6695,Dark,3,"Mustache,Regular Shades,Wild Hair"
473,Female,2500,Light,2,"Green Eye Shadow,Straight Hair Dark"
474,Female,653,Dark,2,"Cigarette,Pigtails"
475,Female,8040,Albino,1,Crazy Hair
476,Male,7613,Mid,4,"Mohawk,Muttonchops,Nerd Glasses,Pipe"
477,Female,9053,Mid,2,"Mohawk Dark,Purple Lipstick"
478,Male,7826,Dark,2,"Cigarette,Peak Spike"
479,Female,3060,Light,2,"Dark Hair,Regular Shades"
480,Male,788,Mid,3,"Chinstrap,Earring,Top Hat"
481,Female,9552,Light,2,"Nerd Glasses,Wild Hair"
482,Female,3738,Light,2,"Hot Lipstick,Tassle Hat"
483,Male,6721,Light,2,"Mustache,Stringy Hair"
484,Male,8909,Dark,2,"Knitted Cap,Nerd Glasses"
485,Male,1792,Mid,4,"3D Glasses,Big Beard,Earring,Headband"
486,Female,1733,Mid,2,"Hot Lipstick,Straight Hair Blonde"
487,Male,8043,Dark,1,Crazy Hair
488,Female,2363,Mid,3,"Earring,Half Shaved,Mole,Hidden Earring"
489,Male,7485,Dark,2,"Classic Shades,Do-rag"
490,Female,656,Light,2,"Earring,Pigtails"
491,Female,1988,Light,3,"Blue Eye Shadow,Half Shaved,Hot Lipstick"
492,Male,7475,Light,3,"Classic Shades,Shadow Beard,Shaved Head"
493,Female,1716,Dark,2,"Purple Lipstick,Wild Blonde"
494,Male,5165,Light,2,"Front Beard Dark,Stringy Hair"
495,Male,4325,Dark,2,"Crazy Hair,Smile"
496,Male,6771,Mid,4,"Cap,Earring,Normal Beard Black,Small Shades"
497,Male,6594,Light,2,"Mustache,Peak Spike"
498,Female,1214,Light,2,"Blonde Short,Earring"
499,Female,414,Light,3,"Cigarette,Straight Hair Blonde,Welding Goggles"
500,Female,2778,Mid,1,Straight Hair
501,Female,197,Mid,2,"Earring,Pilot Helmet,Hidden Earring"
502,Male,6975,Light,3,"Earring,Headband,Normal Beard"
503,Male,5115,Light,2,"Front Beard Dark,Mohawk Dark"
504,Female,165,Dark,3,"Black Lipstick,Earring,Pilot Helmet,Hidden Earring"
505,Male,6978,Mid,2,"Headband,Normal Beard"
506,Male,9667,Mid,2,"Big Shades,Messy Hair"
507,Female,3106,Mid,2,"Dark Hair,Hot Lipstick"
508,Male,8948,Mid,2,"Earring,Knitted Cap"
509,Female,9520,Dark,2,"Regular Shades,Wild Hair"
510,Male,9,Mid,0,
511,Male,9967,Mid,2,"Bandana,Mole"
512,Male,4995,Dark,2,"Cigarette,Hoodie"
513,Male,8053,Light,1,Knitted Cap
514,Female,2797,Albino,3,"Eye Patch,Hot Lipstick,Straight Hair"
515,Male,7006,Albino,2,"Mohawk Dark,Normal Beard"
516,Male,1384,Mid,3,"3D Glasses,Cowboy Hat,Normal Beard"
517,Male,7243,Mid,3,"Goat,Messy Hair,Pipe"
518,Male,7969,Mid,3,"Earring,Mohawk,VR"
519,Male,8083,Light,1,Frumpy Hair
520,Male,4809,Light,3,"Handlebars,Hoodie,Regular Shades"
521,Female,2155,Albino,1,Blonde Bob
522,Female,2330,Light,2,"Blonde Bob,Nerd Glasses"
523,Male,4379,Mid,2,"Smile,Stringy Hair"
524,Male,3205,Dark,2,"Muttonchops,Purple Hair"
525,Female,2430,Mid,4,"Earring,Hot Lipstick,Silver Chain,Straight Hair Dark,Hidden Earring"
526,Male,2362,Albino,2,"Mole,Vampire Hair"
527,Female,1646,Light,3,"Hot Lipstick,Regular Shades,Straight Hair Blonde"
528,Female,8072,Light,1,Mohawk
529,Female,8038,Mid,1,Headband
530,Female,2167,Mid,1,Blonde Bob
531,Male,8944,Dark,2,"Earring,Knitted Cap"
532,Female,8058,Dark,1,Mohawk Dark
533,Male,936,Light,2,"Peak Spike,Spots"
534,Female,600,Dark,2,"Pigtails,VR"
535,Male,6650,Mid,3,"Knitted Cap,Mole,Mustache"
536,Male,4886,Dark,3,"Hoodie,Horned Rim Glasses,Normal Beard"
537,Female,740,Dark,2,"Pink With Hat,Purple Lipstick"
538,Female,5752,Mid,3,"Green Eye Shadow,Hot Lipstick,Knitted Cap"
539,Male,6602,Albino,3,"Mohawk Dark,Mustache,VR"
540,Male,9146,Light,2,"Mohawk,Shadow Beard"
541,Male,5149,Light,3,"Front Beard Dark,Messy Hair,Nerd Glasses"
542,Male,3528,Mid,4,"Goat,Medical Mask,Regular Shades,Stringy Hair"
543,Male,6719,Mid,3,"Earring,Mustache,Stringy Hair"
544,Male,8047,Mid,1,Crazy Hair
545,Female,8001,Dark,2,"Messy Hair,VR"
546,Male,5262,Mid,3,"Frown,Headband,Small Shades"
547,Female,8947,Mid,2,"Earring,Knitted Cap"
548,Female,9431,Dark,2,"Black Lipstick,Frumpy Hair"
549,Male,4430,Albino,1,3D Glasses
550,Male,860,Mid,2,"Earring,Top Hat"
551,Male,7832,Mid,2,"Earring,Peak Spike"
552,Male,5963,Mid,3,"Do-rag,Front Beard,VR"
553,Female,6509,Dark,2,"3D Glasses,Wild Hair"
554,Female,9575,Dark,2,"Purple Lipstick,Wild Hair"
555,Male,9188,Dark,3,"Earring,Horned Rim Glasses,Mohawk"
556,Male,9626,Dark,2,"Messy Hair,Shadow Beard"
557,Male,6781,Dark,3,"Crazy Hair,Normal Beard Black,Small Shades"
558,Male,9066,Albino,2,"Earring,Mohawk Dark"
559,Female,8077,Mid,1,Mohawk Thin
560,Female,2351,Mid,2,"Black Lipstick,Blonde Bob"
561,Male,795,Mid,2,"3D Glasses,Top Hat"
562,Male,1042,Mid,3,"Cap,Eye Mask,Rosy Cheeks"
563,Female,2544,Light,4,"Earring,Pipe,Straight Hair Dark,VR,Hidden Earring"
564,Male,1853,Dark,2,"Big Beard,Mohawk"
565,Male,4508,Mid,1,Shadow Beard
566,Female,8092,Mid,1,Wild Hair
567,Male,8021,Dark,2,"Bandana,VR"
568,Male,7629,Albino,2,"Peak Spike,VR"
569,Female,8917,Mid,2,"Black Lipstick,Knitted Cap"
570,Male,7644,Albino,3,"Cap,Cigarette,Muttonchops"
571,Female,644,Light,2,"Pigtails,Purple Lipstick"
572,Male,7452,Dark,2,"Clown Eyes Blue,Do-rag"
573,Female,1266,Mid,3,"Mole,VR,Wild White Hair,Hidden Mole"
574,Male,7370,Light,2,"Bandana,Goat"
575,Female,9432,Light,2,"Black Lipstick,Frumpy Hair"
576,Female,3713,Albino,2,"Black Lipstick,Tassle Hat"
577,Male,942,Mid,2,"Cap,Spots"
578,Male,3768,Mid,2,"Fedora,Front Beard Dark"
579,Female,1741,Dark,2,"Earring,Straight Hair Blonde,Hidden Earring"
580,Female,3665,Dark,2,"Clown Eyes Green,Tassle Hat"
581,Female,1210,Mid,3,"Blonde Short,Cigarette,Earring"
582,Male,8027,Dark,1,Cap
583,Male,7487,Light,2,"Classic Shades,Do-rag"
584,Female,2399,Dark,2,"Hot Lipstick,Red Mohawk"
585,Female,748,Dark,2,"Earring,Pink With Hat,Hidden Earring"
586,Female,5418,Light,2,"Purple Eye Shadow,Wild Hair"
587,Male,7597,Light,2,"Do-rag,Earring"
588,Female,3280,Dark,5,"Big Shades,Black Lipstick,Cigarette,Earring,Tassle Hat,Hidden Earring"
589,Female,9152,Mid,4,"Earring,Hot Lipstick,Mohawk,Regular Shades"
590,Female,2602,Dark,2,"Classic Shades,Straight Hair Dark"
591,Male,7209,Light,3,"Goat,Shaved Head,Small Shades"
592,Male,3226,Dark,3,"Cigarette,Eye Patch,Purple Hair"
593,Female,236,Mid,3,"Earring,Nerd Glasses,Tiara"
594,Male,8848,Light,2,"Eye Patch,Knitted Cap"
595,Male,8609,Dark,2,"Eye Patch,Headband"
596,Female,1917,Mid,3,"Blonde Bob,Earring,Medical Mask,Hidden Earring"
597,Female,1086,Dark,2,"Messy Hair,Rosy Cheeks"
598,Female,1232,Albino,3,"Earring,Purple Eye Shadow,Wild White Hair,Hidden Earring"
599,Male,9148,Mid,2,"Mohawk Thin,Shadow Beard"
600,Female,8813,Light,2,"Crazy Hair,Purple Lipstick"
601,Female,8502,Dark,3,"Black Lipstick,Clown Eyes Blue,Mohawk Dark"
602,Female,8823,Light,2,"Crazy Hair,Hot Lipstick"
603,Female,1690,Albino,3,"Black Lipstick,Cigarette,Wild Blonde"
604,Female,9577,Mid,2,"Purple Lipstick,Wild Hair"
605,Male,2439,Mid,5,"Cigarette,Clown Hair Green,Earring,Mole,Small Shades"
606,Female,8363,Light,3,"Clown Eyes Green,Mohawk Dark,Purple Lipstick"
607,Male,8448,Mid,3,"Clown Eyes Green,Earring,Stringy Hair"
608,Male,6546,Light,2,"3D Glasses,Stringy Hair"
609,Male,6326,Light,2,"Do-rag,Luxurious Beard"
610,Male,4758,Mid,3,"Big Shades,Cap Forward,Earring"
611,Female,8030,Mid,1,Cap
612,Male,7951,Albino,3,"Mohawk Dark,Shadow Beard,VR"
613,Male,6230,Light,2,"Chinstrap,Frumpy Hair"
614,Female,8032,Albino,1,Headband
615,Male,8304,Mid,2,"Small Shades,Wild Hair"
616,Female,1635,Light,3,"Classic Shades,Hot Lipstick,Straight Hair Blonde"
617,Male,4879,Dark,3,"Hoodie,Normal Beard,Small Shades"
618,Female,8420,Dark,2,"Clown Eyes Green,Wild Hair"
619,Male,6055,Mid,4,"Earring,Eye Patch,Front Beard,Frumpy Hair"
620,Female,2826,Mid,2,"Horned Rim Glasses,Straight Hair"
621,Male,3302,Mid,5,"Earring,Eye Patch,Normal Beard,Peak Spike,Smile,Hidden Smile"
622,Male,1858,Dark,4,"Big Beard,Earring,Frumpy Hair,Horned Rim Glasses"
623,Male,3750,Mid,4,"Fedora,Horned Rim Glasses,Normal Beard,Smile,Hidden Smile"
624,Male,8757,Dark,3,"Big Shades,Crazy Hair,Earring"
625,Male,6883,Mid,4,"Cigarette,Eye Patch,Normal Beard Black,Stringy Hair"
626,Male,1477,Mid,2,"Cowboy Hat,Earring"
627,Male,4933,Albino,1,Hoodie
628,Female,5430,Albino,4,"Earring,Purple Eye Shadow,Purple Lipstick,Stringy Hair"
629,Male,4511,Mid,1,Regular Shades
630,Male,5580,Mid,2,"Handlebars,Mohawk Thin"
631,Female,8650,Mid,3,"Big Shades,Cigarette,Headband"
632,Male,7672,Mid,2,"Clown Eyes Blue,Peak Spike"
633,Male,940,Mid,4,"Cap,Earring,Regular Shades,Spots"
634,Male,9407,Light,2,"Big Shades,Frumpy Hair"
635,Alien,18,Alien,2,"Bandana,Regular Shades"
636,Male,6215,Mid,3,"Chinstrap,Classic Shades,Mohawk"
637,Female,2667,Mid,2,"Black Lipstick,Straight Hair Dark"
638,Male,763,Mid,4,"Chinstrap,Smile,Top Hat,VR"
639,Male,7787,Dark,3,"Mole,Peak Spike,Shadow Beard"
640,Male,7860,Light,2,"Knitted Cap,Pipe"
641,Female,6,Light,0,
642,Female,742,Mid,2,"Pink With Hat,Purple Lipstick"
643,Male,4263,Mid,3,"Mohawk,Mustache,Smile"
644,Male,9327,Albino,2,"Earring,Mohawk Thin"
645,Male,7253,Light,4,"Cap,Earring,Goat,Horned Rim Glasses"
646,Female,5760,Dark,4,"Earring,Green Eye Shadow,Hot Lipstick,Mohawk Dark"
647,Female,8110,Albino,1,Bandana
648,Male,1809,Light,3,"Big Beard,Eye Patch,Peak Spike"
649,Male,6572,Mid,4,"Do-rag,Earring,Mustache,Pipe"
650,Male,1869,Dark,2,"Big Beard,Messy Hair"
651,Male,7424,Light,1,Do-rag
652,Male,5845,Dark,3,"Mohawk Dark,Normal Beard Black,Vape"
653,Female,1534,Mid,2,"Blue Eye Shadow,Wild Blonde"
654,Female,1279,Light,3,"Clown Eyes Green,Earring,Wild White Hair,Hidden Earring"
655,Male,6221,Light,2,"Chinstrap,Mohawk"
656,Male,4350,Light,3,"Earring,Mohawk Thin,Smile"
657,Male,6603,Mid,4,"Cap,Cigarette,Classic Shades,Mustache"
658,Female,9248,Albino,2,"Black Lipstick,Mohawk"
659,Female,3372,Albino,3,"Gold Chain,Mole,Tassle Hat"
660,Female,5411,Dark,4,"Earring,Purple Eye Shadow,Purple Lipstick,Wild Hair,Hidden Earring"
661,Male,7296,Dark,2,"Goat,Knitted Cap"
662,Male,3204,Albino,2,"Muttonchops,Purple Hair"
663,Male,8081,Dark,1,Frumpy Hair
664,Female,3701,Light,2,"Horned Rim Glasses,Tassle Hat"
665,Male,2519,Mid,3,"Clown Hair Green,Luxurious Beard,Regular Shades"
666,Female,9710,Light,2,"Messy Hair,Purple Lipstick"
667,Female,9059,Mid,2,"Hot Lipstick,Mohawk Dark"
668,Female,8372,Mid,2,"Clown Eyes Green,Mohawk Dark"
669,Female,9258,Mid,2,"Black Lipstick,Mohawk Thin"
670,Female,8069,Dark,1,Mohawk Thin
671,Female,2243,Dark,3,"Classic Shades,Earring,Half Shaved,Hidden Earring"
672,Female,1718,Light,2,"Purple Lipstick,Wild Blonde"
673,Male,9013,Mid,2,"Big Shades,Mohawk Dark"
674,Male,9675,Albino,2,"Messy Hair,Nerd Glasses"
675,Female,9110,Dark,2,"Classic Shades,Mohawk Thin"
676,Male,4373,Dark,3,"Regular Shades,Smile,Stringy Hair"
677,Female,7844,Light,3,"Bandana,Clown Eyes Blue,Pipe"
678,Male,7595,Dark,2,"Do-rag,Earring"
679,Male,2923,Mid,3,"Crazy Hair,Muttonchops,Silver Chain"
680,Male,5051,Dark,2,"Front Beard Dark,Peak Spike"
681,Male,2168,Mid,1,Vampire Hair
682,Female,2510,Mid,3,"Black Lipstick,Straight Hair Dark,Vape"
683,Female,7946,Albino,3,"Earring,Knitted Cap,VR,Hidden Earring"
684,Female,705,Mid,4,"Clown Eyes Blue,Earring,Pink With Hat,Purple Lipstick,Hidden Earring"
685,Male,9171,Mid,2,"Mohawk,Regular Shades"
686,Male,3299,Mid,5,"Chinstrap,Earring,Pipe,Shaved Head,Smile"
687,Male,7609,Light,2,"Muttonchops,Peak Spike"
688,Female,2556,Dark,1,Clown Hair Green
689,Female,6454,Dark,4,"3D Glasses,Black Lipstick,Mohawk Thin,Mole"
690,Male,9620,Light,3,"Messy Hair,Nerd Glasses,Shadow Beard"
691,Female,9657,Mid,3,"Earring,Horned Rim Glasses,Messy Hair"
692,Male,7174,Mid,2,"Eye Mask,Frumpy Hair"
693,Male,8019,Dark,3,"Bandana,Earring,VR"
694,Male,9735,Light,2,"Earring,Messy Hair"
695,Female,3614,Mid,2,"Blue Eye Shadow,Tassle Hat"
696,Female,5387,Light,3,"Mohawk Thin,Purple Eye Shadow,Purple Lipstick"
697,Female,9717,Dark,2,"Hot Lipstick,Messy Hair"
698,Male,4974,Light,2,"Hoodie,Regular Shades"
699,Male,8089,Dark,1,Wild Hair
700,Male,9068,Dark,2,"Earring,Mohawk Dark"
701,Male,7238,Light,2,"Goat,Peak Spike"
702,Male,7391,Light,2,"Do-rag,Muttonchops"
703,Male,7817,Light,2,"Nerd Glasses,Peak Spike"
704,Male,4215,Mid,3,"Cap Forward,Mustache,Smile"
705,Male,8769,Mid,2,"Crazy Hair,Horned Rim Glasses"
706,Female,217,Mid,1,Tiara
707,Female,991,Mid,3,"Hot Lipstick,Rosy Cheeks,Straight Hair"
708,Female,2845,Dark,2,"Purple Lipstick,Straight Hair"
709,Male,7508,Dark,3,"Earring,Shadow Beard,Shaved Head"
710,Male,6625,Mid,4,"Earring,Headband,Mustache,Regular Shades"
711,Male,5508,Albino,3,"Cap,Handlebars,Small Shades"
712,Female,2846,Light,2,"Purple Lipstick,Straight Hair"
713,Male,7631,Dark,2,"Peak Spike,VR"
714,Female,2018,Mid,4,"Cigarette,Earring,Green Eye Shadow,Half Shaved,Hidden Earring"
715,Male,7025,Light,3,"Earring,Mohawk Thin,Normal Beard"
716,Male,4273,Mid,4,"Do-rag,Earring,Eye Patch,Smile"
717,Female,5796,Light,3,"Earring,Frumpy Hair,Green Eye Shadow,Hidden Earring"
718,Male,934,Mid,2,"Do-rag,Spots"
719,Female,744,Mid,3,"Earring,Hot Lipstick,Pink With Hat,Hidden Earring"
720,Male,4783,Albino,2,"Cap Forward,Earring"
721,Female,2347,Dark,2,"Black Lipstick,Half Shaved"
722,Male,6826,Dark,3,"Big Shades,Mohawk Dark,Normal Beard Black"
723,Male,9555,Mid,2,"Nerd Glasses,Wild Hair"
724,Female,1964,Light,2,"Purple Eye Shadow,Red Mohawk"
725,Male,6958,Albino,2,"Cap,Normal Beard"
726,Male,5881,Mid,4,"Earring,Mohawk Dark,Small Shades,Vape"
727,Female,3089,Dark,2,"Black Lipstick,Dark Hair"
728,Female,8223,Light,3,"Cap,Earring,Purple Lipstick"
729,Female,2738,Albino,2,"Purple Eye Shadow,Straight Hair"
730,Male,9895,Light,3,"Bandana,Earring,Shadow Beard"
731,Male,7090,Dark,2,"Eye Mask,Shaved Head"
732,Female,3657,Light,1,Tassle Hat
733,Female,9763,Light,3,"Classic Shades,Purple Lipstick,Stringy Hair"
734,Male,9240,Mid,2,"Mohawk,Nerd Glasses"
735,Male,1466,Mid,4,"Cowboy Hat,Earring,Mole,Nerd Glasses"
736,Female,8912,Mid,4,"Black Lipstick,Cigarette,Earring,Knitted Cap"
737,Female,8447,Dark,3,"Clown Eyes Green,Earring,Stringy Hair"
738,Male,4543,Mid,1,Earring
739,Female,8116,Mid,1,Bandana
740,Male,9149,Mid,2,"Mohawk,Shadow Beard"
741,Male,5,Dark,0,
742,Male,8115,Light,1,Bandana
743,Male,6101,Dark,3,"Earring,Front Beard,Stringy Hair"
744,Female,206,Light,2,"Blue Eye Shadow,Tiara"
745,Male,6649,Mid,3,"Knitted Cap,Mustache,Nerd Glasses"
746,Female,3581,Mid,2,"Medical Mask,Stringy Hair"
747,Male,8161,Mid,2,"Cap,Classic Shades"
748,Male,9373,Dark,2,"Frumpy Hair,Shadow Beard"
749,Female,3008,Dark,2,"Dark Hair,Green Eye Shadow"
750,Male,6233,Dark,3,"Chinstrap,Regular Shades,Wild Hair"
751,Male,9356,Mid,3,"Cigarette,Classic Shades,Frumpy Hair"
752,Male,8101,Mid,1,Messy Hair
753,Female,9574,Albino,2,"Purple Lipstick,Wild Hair"
754,Male,8979,Light,4,"Earring,Mohawk Dark,Nerd Glasses,Shadow Beard"
755,Female,24,Albino,6,"Black Lipstick,Blonde Bob,Cigarette,Clown Eyes Green,Earring,Mole,Hidden Earring"
756,Female,5630,Albino,2,"Blue Eye Shadow,Cap"
757,Female,9706,Dark,3,"Earring,Messy Hair,Purple Lipstick"
758,Female,4556,Dark,3,"Black Lipstick,Cigarette,Eye Patch"
759,Female,2987,Dark,2,"Dark Hair,Purple Eye Shadow"
760,Female,9430,Albino,2,"Black Lipstick,Frumpy Hair"
761,Female,2681,Dark,2,"Purple Lipstick,Straight Hair Dark"
762,Male,3215,Albino,1,Purple Hair
763,Male,8079,Mid,1,Mohawk
764,Male,8664,Mid,2,"Headband,Horned Rim Glasses"
765,Male,4901,Mid,3,"Clown Eyes Green,Goat,Hoodie"
766,Female,8750,Mid,3,"Black Lipstick,Crazy Hair,Horned Rim Glasses"
767,Female,3714,Light,3,"Black Lipstick,Earring,Tassle Hat,Hidden Earring"
768,Male,4690,Light,4,"Big Shades,Cap Forward,Earring,Muttonchops"
769,Male,2868,Mid,2,"Fedora,Silver Chain"
770,Male,6399,Dark,3,"Crazy Hair,Luxurious Beard,Regular Shades"
771,Male,8006,Mid,3,"Shadow Beard,Stringy Hair,VR"
772,Male,4875,Light,2,"Hoodie,Normal Beard Black"
773,Female,2734,Albino,3,"Hot Lipstick,Purple Eye Shadow,Straight Hair"
774,Male,7511,Mid,3,"Do-rag,Earring,Shadow Beard"
775,Male,7757,Mid,2,"Eye Patch,Peak Spike"
776,Female,3726,Dark,2,"Purple Lipstick,Tassle Hat"
777,Male,924,Mid,4,"Chinstrap,Earring,Mohawk,Spots"
778,Female,2477,Albino,3,"Blue Eye Shadow,Clown Hair Green,Purple Lipstick"
779,Male,8147,Albino,2,"Cap,Eye Patch"
780,Female,1667,Dark,2,"Big Shades,Wild Blonde"
781,Male,3918,Light,4,"Earring,Front Beard Dark,Police Cap,Regular Shades"
782,Female,2249,Light,2,"Blonde Bob,Classic Shades"
783,Male,9207,Light,2,"Horned Rim Glasses,Mohawk"
784,Male,2861,Light,4,"3D Glasses,Medical Mask,Mohawk Thin,Silver Chain"
785,Male,9469,Mid,2,"Earring,Frumpy Hair"
786,Male,2094,Light,3,"Earring,Normal Beard,Vampire Hair"
787,Male,4745,Mid,3,"Cap Forward,Earring,Shadow Beard"
788,Male,8378,Light,4,"Clown Eyes Green,Earring,Mohawk Thin,Mole"
789,Female,8028,Light,1,Cap
790,Female,8194,Light,2,"Cap,Horned Rim Glasses"
791,Male,8268,Dark,4,"Earring,Mohawk Dark,Shadow Beard,Small Shades"
792,Male,8602,Light,2,"Bandana,Clown Eyes Blue"
793,Male,3240,Mid,2,"Purple Hair,Shadow Beard"
794,Male,4151,Mid,2,"Clown Nose,Headband"
795,Female,5644,Mid,3,"Blue Eye Shadow,Crazy Hair,Hot Lipstick"
796,Female,9878,Light,3,"Bandana,Classic Shades,Purple Lipstick"
797,Male,9992,Mid,2,"Bandana,Cigarette"
798,Male,909,Dark,1,Spots
799,Male,3900,Light,2,"Fedora,Mole"
800,Male,8729,Light,2,"Classic Shades,Crazy Hair"
801,Male,7440,Light,2,"Shaved Head,Small Shades"
802,Male,4951,Albino,2,"Eye Patch,Hoodie"
803,Male,9678,Dark,2,"Messy Hair,Nerd Glasses"
804,Male,5942,Dark,2,"Messy Hair,Vape"
805,Male,9147,Light,2,"Mohawk Thin,Shadow Beard"
806,Male,4179,Mid,2,"Clown Nose,Mohawk"
807,Male,5516,Dark,3,"Cap,Earring,Handlebars"
808,Male,7789,Light,3,"Earring,Peak Spike,Shadow Beard"
809,Male,7596,Dark,2,"Earring,Shaved Head"
810,Male,4824,Light,3,"Clown Eyes Blue,Front Beard,Hoodie"
811,Male,6102,Light,3,"Earring,Front Beard,Stringy Hair"
812,Male,8373,Mid,2,"Clown Eyes Green,Mohawk Dark"
813,Female,1269,Light,1,Wild White Hair
814,Male,6426,Mid,3,"3D Glasses,Earring,Knitted Cap"
815,Female,2413,Light,2,"Blonde Bob,Cigarette"
816,Male,8215,Albino,2,"Cap,Mole"
817,Male,7732,Dark,2,"Muttonchops,Wild Hair"
818,Female,1603,Mid,3,"Clown Eyes Green,Earring,Wild Blonde"
819,Male,6355,Light,4,"3D Glasses,Headband,Pipe,Shadow Beard"
820,Male,9325,Mid,2,"Cigarette,Mohawk Thin"
821,Male,4063,Mid,2,"Big Shades,Police Cap"
822,Female,2072,Dark,2,"3D Glasses,Blonde Bob"
823,Male,4423,Light,2,"Front Beard,Regular Shades"
824,Male,92,Dark,2,"Beanie,Nerd Glasses"
825,Female,1082,Light,4,"Earring,Purple Lipstick,Rosy Cheeks,Wild Hair,Hidden Earring"
826,Female,9686,Albino,2,"Black Lipstick,Messy Hair"
827,Male,824,Light,2,"Top Hat,VR"
828,Female,9857,Light,2,"Hot Lipstick,Stringy Hair"
829,Female,9305,Light,2,"Hot Lipstick,Mohawk"
830,Female,1727,Light,3,"Earring,Hot Lipstick,Wild Blonde"
831,Female,2374,Albino,2,"Half Shaved,Purple Lipstick"
832,Female,2410,Dark,2,"Cigarette,Red Mohawk"
833,Male,8737,Dark,2,"Crazy Hair,Shadow Beard"
834,Female,1738,Mid,2,"Cigarette,Straight Hair Blonde"
835,Female,8581,Dark,3,"Clown Eyes Blue,Earring,Stringy Hair"
836,Male,5106,Mid,2,"Front Beard Dark,Knitted Cap"
837,Female,2350,Light,2,"Black Lipstick,Red Mohawk"
838,Female,161,Light,1,Pilot Helmet
839,Female,5400,Albino,3,"Frumpy Hair,Mole,Purple Eye Shadow"
840,Male,6664,Dark,3,"Cigarette,Mohawk Dark,Mustache"
841,Male,7319,Mid,3,"Earring,Goat,Mohawk"
842,Male,3119,Mid,3,"Nerd Glasses,Purple Hair,Smile"
843,Female,176,Light,4,"Cigarette,Earring,Pilot Helmet,Purple Lipstick,Hidden Earring"
844,Female,5438,Dark,2,"Purple Eye Shadow,Stringy Hair"
845,Female,8335,Light,2,"Clown Eyes Green,Headband"
846,Male,8248,Light,3,"Earring,Headband,Small Shades"
847,Male,4177,Light,2,"Clown Nose,Mohawk Thin"
848,Male,6702,Light,3,"Classic Shades,Messy Hair,Mustache"
849,Male,8055,Mid,1,Knitted Cap
850,Male,9908,Light,2,"Bandana,Regular Shades"
851,Male,828,Mid,1,Top Hat
852,Male,7212,Light,3,"Classic Shades,Do-rag,Goat"
853,Male,6647,Dark,3,"Knitted Cap,Mustache,Regular Shades"
854,Male,9733,Dark,2,"Earring,Messy Hair"
855,Female,9750,Albino,2,"Bandana,Eye Patch"
856,Male,4752,Light,2,"Cap Forward,Regular Shades"
857,Female,3661,Light,3,"Clown Eyes Green,Purple Lipstick,Tassle Hat"
858,Female,1608,Mid,2,"Clown Eyes Green,Straight Hair Blonde"
859,Male,6158,Dark,3,"Chinstrap,Knitted Cap,VR"
860,Male,1412,Light,2,"Cowboy Hat,Normal Beard"
861,Female,2776,Dark,1,Straight Hair
862,Male,1344,Dark,4,"Cigarette,Cowboy Hat,Mole,Silver Chain"
863,Female,4519,Albino,1,Black Lipstick
864,Male,9939,Albino,2,"Bandana,Nerd Glasses"
865,Female,5390,Mid,4,"Earring,Hot Lipstick,Mohawk Thin,Purple Eye Shadow"
866,Female,2781,Albino,3,"Clown Eyes Green,Purple Lipstick,Straight Hair"
867,Female,1146,Albino,4,"Black Lipstick,Blonde Short,Cigarette,Clown Eyes Blue"
868,Female,2956,Light,2,"Frumpy Hair,Silver Chain"
869,Male,5072,Dark,3,"Bandana,Front Beard Dark,Small Shades"
870,Female,1138,Light,1,Blonde Short
871,Male,9523,Mid,2,"Regular Shades,Wild Hair"
872,Female,1560,Mid,3,"Hot Lipstick,Vape,Wild Blonde"
873,Male,6658,Light,3,"Eye Patch,Mohawk Dark,Mustache"
